Id,Name,Description,Add,Zipcode,Region,Town,Tel,Opentime,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class,Map,Parkinginfo
C3_382000000A_403205,喬麥屋企業有限公司,由初代創辦人開創至今的第三代接班人，喬麥屋製麵已有近百年歷史。喬麥屋不單是台灣第一家提倡小包裝、有品牌、冷藏配送的生鮮冷藏麵條專業工廠亦是台灣製麵業機械化先驅。喬麥屋盡心竭力為品質把關:無添加防腐劑、特選安心食材，產品通過ISO22000:2005、HACCP驗證並投保產品責任險0525字第20AML0001014號。多項獨家工法:台灣首創短掛式麵條、三段式低溫乾燥、多加水製程，讓喬麥屋代工之產品榮獲-2020年農業百大精品以及2014年優良食品金牌獎等殊榮。,新北市238樹林區東順街80-2號,238,新北市,樹林區,886-2-86853699,週一至週五 8:00-18:00公休日：週六、週日、國定假日,,https://newtaipei.travel/content/images/shops/39957/640x480_shops-image-abmizebitk-yratpmi5f9w.png,"喬麥屋-千筋系列-乾烏龍麵,細麵",,,,,121.408970,24.976980,6,,
C3_382000000A_403208,Dave & Jess 大衛潔希市集餐廳,大衛潔希位於新北市淡水區，臨近淡海輕軌竿蓁林站，結合在地小農的複合式餐廳經營，餐點提供沙拉、手工漢堡、豐富的早午餐、創意義大利麵/燉飯、咖啡以及手作甜點，餐點現點現做，不做過多的調味、不添加味精。因為新鮮，所以美味，更能兼顧營養、健康、環境友善的理念！,新北市251淡水區坪頂路40號2樓,251,新北市,淡水區,886-9-18500869,詳見官網或電話洽詢,,https://newtaipei.travel/content/images/shops/40153/640x480_shops-i2q4z3ssupk0.jpg,Dave &amp; Jess 大衛潔希市集餐廳,,,,,121.457500,25.162200,1,,
C3_382000000A_403214,BUTTERFLY 1 夏威夷豆塔/黑熊堅果塔,BUTTERFLY 1       是糕餅與台灣伴手禮的品牌以甜點食茶傳達美好的日常生活美學與糕餅的款款相待更是人文、風土、山林的文化媒介。2022 英國世界柑橘果醬大賽       玫瑰花香柑橘-銀獎,新北市220板橋區文昌街5號1樓,220,新北市,板橋區,886-2-29692992,週一 09:00~17:30週二 09:00~17:30週三 09:00~17:30週四 09:00~17:30週五 09:00~17:30週六 休息週日 休息,,https://newtaipei.travel/content/images/shops/40691/640x480_shops-i2xd55j0xd02.jpg,BUTTERFLY 1 夏威夷豆塔/黑熊堅果塔,,,,,121.455960,25.010120,6,,
C3_382000000A_404030,定迎九份海景二店,定迎公司專賣台灣優質高山茶，是外交部指定茶葉伴手禮，茶葉每年送檢通過SGS檢測，及通過美國FDA檢驗，並為茶品投保二千萬產品責任險。定迎台灣茶、高山茶、茶葉禮盒、茶葉伴手禮，絕對您送禮的最佳選擇。定迎的茶葉伴手禮、各式茶葉禮盒更榮獲比利時外交部採用送禮。【定迎得獎紀錄】從2017~2022年定迎拉拉山烏龍茶、梨山烏龍茶、阿里山烏龍茶、高山烏龍茶，榮獲比利時米其林ITQI三顆星最高等級獎；其他的蜜香紅茶、凍頂烏龍茶都榮獲比利時米其林ITQI二顆星，並獲得水晶獎的最高肯定。定迎產品與長榮飛機上雜誌、長榮樂e購網站、中華航空、中選會、陸委會、新竹豐邑喜來登大飯店、City Super、momo購物網、viva美好購物台及國際知名電商通路亞馬遜等大型集團公司合作，於遠百信義A13及SOGO忠孝復興館皆有設櫃，並在遠東百貨全省12家上架茶葉禮盒。亦與財團法人中華民國唐氏症基金會、...,新北市224瑞芳區汽車路34號,224,新北市,瑞芳區,886-2-24969888,10:30~20:30,,https://newtaipei.travel/content/images/shops/49087/640x480_shops-image-kbl-pjxjzua2pxdfux5cmg.jpg,第1張,,,,,121.845810,25.110250,6,,
C3_382000000A_404033,羽曦堂,羽曦堂憑著中華傳統茶藝之淡雅與現代美學之簡約，融合出輕盈素麗而不失沈穩氣度的品牌概念。「羽」、「曦」二字飄然若仙，萬物初醒，無框架的視野，期許能透過馥郁茶香芳馨人心，伴隨冉冉茶氣千山遠播。,新北市244林口區中北二街67 號,244,新北市,林口區,886-2-26087377,週一～週六：12:00～19:00,,https://newtaipei.travel/content/images/shops/49441/640x480_shops-image-pnpwipj4r0ccp6ev4p1z3q.jpg,林口總店，店面照,,,,,121.384150,25.088600,09,,
C3_387000000A_000009,PAPAMIA義式廚房,創立於1995年的帕帕咪雅，有一位充滿理想與堅持的女老闆，老闆顏小姐表示，當初她就讀大學時讀的是觀光系，當時便對義大利美食嚮往不已，畢業後不但開了一家義大利餐廳，更花了半年時間到義大利學習正統義大利料理，十多年來仍常常利用時間赴義大利學習進修，可以說是將所有的精神與時間都投注在義大利美食的烹調料理。老闆表示，帕帕咪雅不以裝潢取勝，強調餐點的品質。對於餐點的烹調風格，則是80%保有義大利正統口味，而20%則經過口味調整，而最有趣的，就是這裡的sauce與麵是分開點的，有7種麵與20種sauce可以組合！,臺中市407西屯區東興路三段412-1號,407,臺中市,西屯區,886-4-23286034,AM11:30 - PM14:00 / PM17:30 - PM22:00,,https://travel.taichung.gov.tw/content/images/shops/1115/640x480_Filedata635176187938896328.jpg,PAPAMIA義式廚房,,,,,120.655840,24.158490,1,,
C3_387000000A_000026,春水堂-大墩店,精明一街，人稱台中第一街，它是造街運動的傳奇，是外國旅人拜訪台中必經之地。而整條精明一街的人氣，幾乎通通都在春水堂大墩店這裡凝聚。露天紅色傘海下的坐位，滿滿都是享受悠閒的人們，愜意寫在臉上，輕鬆掛在笑裡，點杯珍奶或翡翠檸檬就這樣坐一下午。 大墩店自1987年開張，2008年重新整修，全新的空間設計表現當代的東方美學，幽雅沈靜，明式線條原木桌椅、灰磚牆、別緻燈籠 字畫、陶器相融其間…。並設置秋山堂精品茶庄， 角落玄關的花藝造景古色古香，處處驚喜。大墩店的室外，呈現出歐式浪漫。室內，卻 是一派中式儒雅，木桌椅、紅磚牆、燈籠字畫交 址陶….古色古香，角落玄關的花藝造景，處處驚喜。吸煙區：一樓外廣場　　禁煙區：室內全禁煙,臺中市403西區大墩十九街9號,403,臺中市,西區,886-4-23273647,平假日：AM8:30 – PM23:30,,https://travel.taichung.gov.tw/content/images/shops/3272/640x480_Filedata635184859139905703.jpg,春水堂-大墩店,,,,,120.655850,24.156150,09,,
C3_387000000A_000036,南瓜屋義式餐飲,一間餐廳要能在台中存活超過五年可不是件簡單的事，而老餐廳能大手筆投資讓自己改頭換面成為另一番風貌就更不簡單了。1997年開幕的南瓜屋位在國立台灣美術館對面那條多采多姿，充滿著餐廳茶坊的街上，是間小有名氣的特色餐廳，然而南瓜屋並不以此自滿，在大幅改裝後最近又重新開幕了。,臺中市403西區五權西四街108號,403,臺中市,西區,886-4-23728456,"平日 11:00-15:30;17:00-22:20,假日 11:00-15:30;17:00-22:20",,https://travel.taichung.gov.tw/content/images/shops/1132/640x480_Filedata635176192768017421.jpg,南瓜屋,,,,,120.662450,24.135920,1,,
C3_387000000A_000039,鄉村鵝廚房美式餐廳,鄉村鵝廚房位在清幽的存中街上，洋溢著美式鄉村風格。庭院中聳立著三棵老樹～玉蘭花及杉木。夏天時玉蘭花盛開，院子與室內清香瀰漫讓人陶醉。陽光穿越葉隙撒落一片光彩，花兒綻放吐露清香，庭院內小橋流水多麼詩情畫意。店主人過去是知名餐廳「茹蕬葵」的廚師，處理牛排擁有過人水準；老闆娘過去是「長榮桂冠」的調酒師，擁有一間店是兩人共同的夢想，鄉村鵝則是圓夢的結晶，料理上紮實的真本事連外國人都讚不絕口，還有超級大公關拉不拉多犬Bonnie可愛又溫馴，鄉村鵝是您不可錯過的優質餐廳。,臺中市403西區存中街19號,403,臺中市,西區,886-4-23731558,AM11:30 - PM14:30 / PM17:30 - PM22:30,,https://travel.taichung.gov.tw/content/images/shops/1137/640x480_Filedata635176194110771328.jpg,鄉村鵝廚房美式餐廳,,,,,120.660740,24.141090,1,,
C3_387000000A_000060,黃記鵝肉,鮮黃色的招牌，在街口中閃耀著，您會很容易發現這裡，因為從傍晚營業開始，一直到深夜，湧進的顧客人潮不斷，精選的鵝肉，搭配醬料，肉質鮮美、多汁，美味讓人意猶未盡。,臺中市400中區大誠街43號,400,臺中市,中區,886-4-23174112,16：00pm～01：00am  星期二公休,,https://travel.taichung.gov.tw/content/images/shops/1236/640x480_Filedata635176240277958828.jpg,黃記鵝肉,,,,,120.678730,24.145270,3,,
C3_387000000A_000067,赤鬼炙燒牛排-崇德店,台中赤鬼牛排餐廳為日船美食連鎖系統之子公司，日船美食連鎖系統包含了：日船章魚小丸子、日船重口味麵線、台中赤鬼牛排餐廳；日船美食連鎖系統自1995年起投入餐飲研究領域，我們堅持以【立足台灣、放眼國際】的事業經營理念，將美食文化推及世界各地，在這期間，正因為堅持，日船美食連鎖系統的事業版圖已跨足：美加地區、港澳地區、中國大陸地區、東南亞地區。,臺中市406北屯區文心路四段603號,406,臺中市,北屯區,886-4-22429933,AM11:00 ~ PM11:30,,https://travel.taichung.gov.tw/content/images/shops/1908/640x480_Filedata635177154681640468.jpg,赤鬼炙燒牛排-崇德店,,,,,120.685220,24.172410,2,,
C3_387000000A_000124,炭火燒肉工房,走進「炭火燒肉工房」，會有種讓人放鬆的感覺。喝碗灑上蔥花的雞湯，點杯清酒小酌，三五好友隨聊，還沒開始用餐，就已是享受。進門便能感受到十足活力，炭火燒肉工房充滿著年輕氣息，包括店長以下都屬年輕族群，使得店內氣氛熱鬧活潑，沒有絲毫疏離感。當炭火將上等食材烤得滋滋作響，傳來的香味，是種誘惑。一口吃下，你將會明白，真正的美味，不需過於複雜的烹調或醃漬。歡迎來到「炭火燒肉工房」，品嚐簡單卻會令人感動的絕妙滋味！,臺中市403西區美村路一段412號,403,臺中市,西區,886-4-23762988,詳見官網或電話洽詢,,https://travel.taichung.gov.tw/content/images/shops/2041/640x480_Filedata635179651265970156.jpg,炭火燒肉工房,,,,,120.661590,24.143620,2,,
C3_387000000A_000125,烤狀猿日式炭火燒肉-一中店,烤狀猿 保有最傳統的炭火燒烤，煙燻的特殊風味是一般無煙燒肉無法比擬的，讓客人吃到最新鮮、最美味是我們的堅持，不論是何種食材，皆是一時之選，手工處理的肉類食材，口感有別一般機器處裡，本店的特殊沾醬更是讓您回味無窮。,臺中市404北區太平路8-1號,404,臺中市,北區,886-4-22257858,平日：上午11:30 至 凌晨 1:00 假日：上午11:00 至 凌晨 1:00 (全天候供餐),,https://travel.taichung.gov.tw/content/images/shops/2064/640x480_Filedata635179662059065859.jpg,烤狀猿日式炭火燒肉-一中店,,,,,120.686110,24.147650,2,,餐廳正對面設有特約停車場
C3_387000000A_000131,泰炘泰式料理,泰炘泰式料理以重酸重辣的泰國菜，在附近眾多異國料理店家中獨樹一格，多年來口碑始終屹立不搖、深受肯定。簡單、家常卻道道經典的菜單，在泰國主廚的用心烹調下，有著令人難忘的美味功力。「泰炘」以展現泰菜酸辣精神著稱，但若您要求調整口味，貼心親切的店家主人也樂於為您特別製作。如果飯後想來一杯清涼飲料，不妨試試泰式傳統涼茶，不同於台灣飲料，泰式傳統涼茶顏色是胡蘿蔔色，是泰國特有的紅茶粉加上煉乳調製而成，喝起來香濃可口，十分順口。,臺中市403西區公正路242-1號,403,臺中市,西區,886-4-23190424,詳見官網或電話洽詢,,https://travel.taichung.gov.tw/content/images/shops/1881/640x480_Filedata635177133394677578.jpg,泰炘泰式料理,,,,,120.658620,24.149110,1,,
C3_387000000A_000169,新天地餐飲集團-崇德旗艦店,新天地崇德旗艦店，擁有氣派華麗的宴會廳與中式料理餐廳；1樓「樂食自助百匯」提供上百道中西式美饌、飲品、甜點等，以及現點現做料理，鮮美滋味饕客最愛；餐廳內設置兒童遊戲區，亦是親子餐廳首選；另外，數個獨立包廂大宴小酌廣受家族聚會與商務人士青睞！除了一般用餐之外，新天地崇德旗艦店擁有專業的婚禮企畫團隊，提供新人籌畫婚禮服務，並有時尚華麗的婚宴場地、典雅證婚儀式堂，是中部地區首屈一指的婚宴場地。,臺中市406北屯區崇德五路345號（崇德路與崇德五路口）,406,臺中市,北屯區,886-4-22438222,am11：30~pm14：30 / pm17：30~pm21：00,,https://travel.taichung.gov.tw/content/images/shops/1990/640x480_Filedata635179499425677187.jpg,新天地餐飲集團-崇德旗艦店,,,,,120.684140,24.179120,3,,
C3_387000000A_000192,京華煙雲,京華煙雲是以林語堂大師名著為名的主題餐廳，有著室內設計專長的老闆羅友竹小姐，特將餐廳風格定位在三、四零年代，中國北方大宅院印象，建造前，還特別到北京取經，擷取詩人、政商名流故居特色，讓京華煙雲每個角落充滿京城文人的風雅氣息！是台中少數以文學原創作品大方呈現的餐飲空間。不論是「京華煙雲」四字，對聯、餐墊、壁畫，到大小高低錯落有緻的書畫燈飾，皆出自聞名中部的藝術家庭～柯耀東及夫人郭皆貴老師之手；而門口紅包車更是許多來美術園道拍攝婚紗、留影的景點首選。,臺中市403西區五權七街57號,403,臺中市,西區,886-4-23725066,供餐 午 11：30-14：00時間 晚 17：30-21：00,,https://travel.taichung.gov.tw/content/images/shops/1206/640x480_Filedata635176222670478359.jpg,京華煙雲,,,,,120.663210,24.135060,3,,
C3_387000000A_000210,八分飽,成立於1994年，以川菜和上海菜為主的『八分飽』餐廳，迄今已走過十多個年頭。老闆和老闆娘從年輕時即投入餐飲業，秉持「飯吃八分飽、做事十分勤」原則，對於品質與口味十分堅持，也獲得許多顧客支持。,臺中市403西區模範街9巷37號,403,臺中市,西區,886-4-23052584,午餐１１：３０～１４：３０　晚餐１７：００～２１：００  週一店休（國定假日除外）,,https://travel.taichung.gov.tw/content/images/shops/1167/640x480_Filedata635176207857558437.jpg,八分飽,,,,,120.665460,24.147840,3,,
C3_387000000A_000234,新天地餐飲集團-東區店,新天地東區店座落台中市東區旱溪東邊，景色優美，鄰近74號快速道路交通便利。歐風建築佔地寬廣，成為台中市民宴客場地首選，採用先進的LED屏及尖端科技影音設備，搭配高雅的色系呈現皇室氣息，彰顯出新人的貴族氣勢；專業的「婚禮企劃團隊」提供完善及多元化與婚禮專業相關服務，是新人最嚮往的夢幻結婚場地．數個大小宴會廳、包廂，更是大型活動、團體餐會的最佳場地，多元功能一應俱全，讓活動更精彩！另外，館內還有西洋博物館、瀚熙軒中式餐廳，是親子出遊、朋友約會的好去處！,臺中市401東區旱溪東路一段456號,401,臺中市,東區,886-4-22136222,11：00 - 21：00,,https://travel.taichung.gov.tw/content/images/shops/23790/640x480_image636341812213365591.jpg,新天地東區瀚熙軒,,,,,120.701460,24.141980,9,,
C3_387000000A_000271,春天素食餐廳,春天素食餐廳秉持初衷，「捍衛健康，預防勝於治療的理念」由平常的飲食著重於體內環保，自然的養生觀念，讓人們將傳統素食的印象改觀。,臺中市407西屯區大墩十七街88號2樓,407,臺中市,西屯區,886-4-23280956,午餐：11:45~14:00 / 下午茶：14:30~16:30 / 晚餐：17:45~21:00,,https://travel.taichung.gov.tw/content/images/shops/3911/640x480_Filedata635186535342370469.png,春天素食餐廳,,,,,120.648160,24.155750,8,,
C3_387000000A_000325,春水堂-豐樂店,春水堂豐樂店於2000年元月正式成立，設店在台中南屯區的湖水岸藝術街內，緊臨豐樂雕塑公 園，四周欖仁樹環繞，在台中這個急速發展中的城市，對於想要遠離都市紛擾與忙碌的人來說，湖 水岸藝術街是一個悠閒的角落，有許多風格獨具的戶外休閒座，白天黑夜都各自有其迷人的氛圍。豐樂店有三個樓層，100個廣場座位，一二樓提供一般茶飲及餐點的消費，三樓是古典悠雅的小 壺泡空間，豐樂店臨近幅員遼闊的公園，周圍更有許多精品店，是相當適合全家大小凝聚感情和三 五好友聯誼的好地方。吸煙區：一樓戶外廣場、三樓外陽台　　禁煙區：室內全禁煙,臺中市408南屯區文心南五路321號之13號,408,臺中市,南屯區,886-4-24718005,AM08：30 - PM23：00,,https://travel.taichung.gov.tw/content/images/shops/3268/640x480_Filedata635184858504710390.jpg,春水堂-豐樂店,,,,,120.644590,24.131950,09,,
C3_387000000A_000349,瑪露連嫩仙草總店,滑嫩的仙草搭配Q香芋圓，再淋上奶油球，直接入口，多達10種的嫩仙草，香氣逼人。另外這裡也是三種冰的創始店，紅豆、Q芋、珍珠等冰品，充分展現其獨特美味!,臺中市400中區臺灣大道一段255號,400,臺中市,西區,886-4-22288359,10：00am～21：00pm,,https://travel.taichung.gov.tw/content/images/shops/1349/640x480_Filedata635176842015302578.jpg,三種冰,,,,,120.662440,24.149890,5,,
C3_387000000A_000350,幸發亭蜜豆冰 - 健行店,陳冠溢先生繼承了幸發亭創始人的精神，注重品質、真材實料，給予客人最好的服務。懷古情懷的空間象徵著幸發亭時代傳承的經典，除了古早味的蜜豆冰外，店中也有不少獨特的產品帶給客人無限驚喜！,臺中市404北區健行路465號,404,臺中市,北區,886-4-22071578,AM11：00 - PM23：00,,https://travel.taichung.gov.tw/content/images/shops/3520/640x480_Filedata635184885105061953.jpg,幸發亭蜜豆冰-健行店,,,,,120.678470,24.159000,5,,
C3_387000000A_000351,東東芋圓,頗具地方小吃特色的東東芋圓，非常適合做國民旅遊的推動景點，遊客若來大坑踏青、爬山，可來此嘗嘗芋圓的美味，而且一年四季，全年無休夏季以冰品為主，強調Q度口感，冬季以熱湯為主，加入紅豆湯、桂圓湯、薑汁或是燒仙草，別具一番風味，在寒冷的冬天裡來上一碗，可趨寒並提振精神。採用美國進口濾水器，水質保証乾淨、甘甜、衛生，讓客人享用的安心。,臺中市406北屯區東山路二段48-3號,406,臺中市,北屯區,886-4-22396349,am10:00~pm22:00,,https://travel.taichung.gov.tw/content/images/shops/1335/640x480_Filedata635176282763788906.jpg,東東芋圓,,,,,120.741070,24.179810,5,,
C3_387000000A_000369,蘭莊法式蔬食咖啡館,主人是煮咖啡、品嚐咖啡的高手，料理則是用進口有機蔬菜配上獨自研發調製的sauce醬的美味養生蔬食。在大坑的山邊溪旁，享受健康美食，也享受自然。咖啡與蔬食複合料理館「蘭莊」位在風景宜人的大坑山區，是個空地遼闊、三面景緻宜人、紫蘭花盆景環立屋外的浪漫西餐廳。 而「蘭莊」取自店主夫妻名中各自的最後一字，莊園以健康食材為料理方向，幫助忙碌的現代人，補充營養，並為都市人有一個很好的聚會場所。,臺中市406北屯區東山路二段51-35號,406,臺中市,北屯區,886-4-22410077,AM11：00～PM14：00 PM17：00～PM21：00,,https://travel.taichung.gov.tw/content/images/shops/2212/640x480_Filedata635179724954212343.jpg,蘭莊法式蔬食咖啡館,,,,,120.741790,24.180770,8,,
C3_387000000A_000371,春水堂-四維店,位於台中女中後方，市政府、地方法院及眾多學校的鄰居，看似祥和的文教區，其實十多年前激起驚天駭浪，處在冷飲文化的發跡地，見證了革命與歷史。身處暴風眼中，雖然漣漪已擴散，但是產生風暴的翅膀卻從未停歇過。超過四分之一世紀以來，堅持與美麗的屹立著。有人一喝就是數十年，有人一喝就是從小到大，多少人在這見證了友情、愛情、親情，少女漸漸變成少婦。無數杯的珍奶，在這裡端出；無數個故事，在這裡上演；無數次的情感交流，在這裡產生。也許青春不再，但是風華依舊，這裡就是春水堂的創始店；台中市西區四維店。吸煙區：一樓　　禁煙區：地下樓,臺中市403西區四維街30號,403,臺中市,西區,886-4-22297991,平假日：AM08:00 – PM22:00,,https://travel.taichung.gov.tw/content/images/shops/3267/640x480_Filedata635184858324065859.jpg,春水堂-四維店,,,,,120.675740,24.137710,5,,
C3_387000000A_000397,咕嚕咕嚕原住民音樂餐廳,"咕嚕咕嚕音樂餐廳．原住民文化會館座落在美術館前綠園道上。外觀以漂流木做設計，傳達自然與人文合一的訊息。您可以品嚐到原住民傳統料理與創意餐點的結合，食材來自台東金鋒鄉新興部落耕種的新鮮野菜及蔬果，部分美食是從新興部落宅急便運送到餐廳限量供應。　　邱老闆本身是排灣族原住民，您可以在用餐時分聽見他唱著一首首部落之歌，在歌聲中彷彿可以看到陽光、海洋或是豐收的田野，大自然與靈魂美好的共鳴。咕嚕咕嚕的logo是一群攜手相連的人，象徵著族群的融合，願能將此美好訊息傳遞出去。並且用最原味的食材,烹飪出最具原味風格的饗宴,咕嚕,咕嚕特有的節奏與旋律,咀嚼原住民濃厚的人文氣息,原住民的老闆,海而海先生,將他的原住民本領完全充分的發揮在這個音樂園地,原住民的飲食文化,原住民的建築美學,原住民的拿手歌喉以及原住民的幽默風趣,完完全全的展現在咕嚕咕嚕音樂餐廳",臺中市403西區五權西四街13巷2號,403,臺中市,西區,886-4-23783128,am11:00~pm11:00,,https://travel.taichung.gov.tw/content/images/shops/1523/640x480_Filedata635176925107519375.jpg,咕嚕咕嚕音樂餐廳,,,,,120.662500,24.139030,3,,
C3_387000000A_000407,竹之鄉風味餐廳,竹之鄉於72年在大坑圓環開幕營業素來是以竹筒飯為招牌料理，而廣受青睞其主要宗旨就是充滿竹料理之雅致的美味氣氛。竹之鄉精心篩選成熟之孟宗竹作為取材，用蒸汽濃縮之科技將竹本身蘊含數種天然胺機酸，濃縮至竹料理內。,臺中市406北屯區東山路二246-1,406,臺中市,北屯區,886-4-24390558,10：30am～20：00pm,,https://travel.taichung.gov.tw/content/images/shops/1181/640x480_Filedata635176213599872890.jpg,竹之鄉風味餐廳,,,,,120.739450,24.178560,3,,
C3_387000000A_000418,谷明土雞城,來到大坑，想要嚐嚐竹筍大餐與全雞三吃的饗宴，這裡是一個好選擇，標榜純田園風味的『谷明』土雞城，充滿著鄉間農村的氣息，菜色也是料好實在，正統的土雞、筍仔雞湯，還有特製的醃酸梅也別具一格、滋味獨特。,臺中市406北屯區大坑里光西巷227號,406,臺中市,北屯區,886-4-22391803,11:00-21:00,,https://travel.taichung.gov.tw/content/images/shops/1184/640x480_Filedata635176215520400234.jpg,谷明土雞城,,,,,120.753450,24.202250,3,,備有停車場供您的愛車停放
C3_387000000A_000419,龍之居土雞城,想避開都市的塵囂，在山水相伴中享受傳統的鄉間野宴，龍之居會是一個不錯的選擇。園區裡恬適的用餐環境，加上主廚選擇道地上等土雞，精心製作的『珍珠雞』，這裡的自然悠閒與精緻美食，一定會讓你讚不絕口。,臺中市406北屯區東山路二段126號,406,臺中市,北屯區,886-4-22394619,am11：00~pm22：00,,https://travel.taichung.gov.tw/content/images/shops/1292/640x480_Filedata635176260797441250.jpg,龍之居土雞城,,,,,120.770950,24.199170,3,,
C3_387000000A_000597,春水堂-中科永福店,每一家春水堂都各具生命力和文化氣質、卻能傳遞相同的核心價值。中科永福店用Villa的觀點營造一個茶館空間，挑高的視覺，一牆流水瀑、一株白千層、幾張鴉片床和以椰殼設計的桌子都不落痕跡地帶給人們一種自在與放鬆。當你走進春水堂中科永福店中，悅耳的音樂、舒適的環境與滿溢的幸福香氣，讓你可以在這裡悠閒、安心地品嚐手中的好茶好心情。中科永福店位於台中市西屯區永福路，中科進駐後，帶動沿線發展，加上鄰近東海大學、藝術街等特色景點，讓永福路成為中科地區生活機能的主要區段。吸煙區：一樓室外　　禁煙區：室內全禁煙,臺中市407西屯區永福路141號,407,臺中市,西屯區,886-4-24618651,AM10:30 - PM23:00,,https://travel.taichung.gov.tw/content/images/shops/3265/640x480_Filedata635184857938763125.jpg,春水堂-中科永福店,,,,,120.621010,24.185080,09,,
C3_387000000A_000663,艾凡里咖啡美食,艾凡里於1994年在藝術街坊誕生，至今已過了13年，一如清秀佳人安妮的經典故事，在歲月流逝中沈澱發酵，成為人們心裡嚮往的美夢。服務人員的親切笑容，典雅溫馨的空間氛圍，精緻專業的豐富美食…似乎每個角落都美好的可以寫下一首詩篇。原來，不用遠赴愛德華王子島，就能讓美夢實現。透過艾凡里十多年來累積的點點滴滴，店主人在咖啡專業領域裡更往下栽根，延伸出的咖啡地圖，探討咖啡豆、器具、煮咖啡等各個層面，讓咖啡更貼近生活，也讓艾凡里的咖啡喝起更有一股濃醇深厚的底韻。,臺中市434龍井區藝術街33號,434,臺中市,龍井區,886-4-26310836,詳見官網或電話洽詢,,https://travel.taichung.gov.tw/content/images/shops/1062/640x480_Filedata635176157505634609.jpg,艾凡里咖啡美食,,,,,120.594300,24.187660,1,,
C3_387000000A_000714,野宴日式碳火燒烤-沙鹿店,野宴日式炭火燒肉，成立於民國91年6月經營管理及智慧財產權屬華達企管有限公司所擁有是由兩位5年級生在觀察台灣餐飲生態後，於板橋創立野宴日式炭火燒肉店，其92年底野宴在全省快速擴展。野宴之所以迅速拓展，就是將每個步驟標準化，使每位加盟主即使完全沒有相關經驗，也都能在總部的輔導下，快速的步上軌道，回收成本，並獲取利潤。野宴成功的關鍵還是在於口味獨特，野宴團隊曾遠到日本取經，尋找日本傳統的燒肉醬汁，回台再自行調配。,臺中市433沙鹿區光大路147號,433,臺中市,沙鹿區,886-4-26625309,午餐 11:00-17:00 晚餐 17:00-21:30 宵夜 21:30-01:00(宵夜場限週一至週四晚上21:30後),,https://travel.taichung.gov.tw/content/images/shops/3789/640x480_Filedata635186429738395859.png,野宴日式碳火燒烤-沙鹿店,,,,,120.565330,24.243300,2,,
C3_387000000A_000736,狀元仙草舖-東興店,無,臺中市408南屯區東興路二段350號,408,臺中市,南屯區,886-4-24738842,12:00am-22:00pm,,https://travel.taichung.gov.tw/content/images/shops/1347/640x480_Filedata635176295603202968.jpg,狀元仙草舖-東興店,,,,,120.653230,24.144700,5,,
C3_387000000A_000769,幸發亭蜜豆冰 - 北平店,"民國27年,最早的蜜豆冰(ミツマメ)是龍井區人 陳溪先生在台中火車站旁,以手推車沿街叫賣的方式經營的,當時的蜜豆冰是參考日本的四果冰,再加上十多種配料製成的.民國32年左右,進入第一市場,終於有個小小的攤位,並將攤位命名為[辛發亭].在一次大火中, 辛發亭幸運的只有招牌和少部分店面受損,於是火災後[辛發亭]便改名為[幸發亭],希望能夠化辛酸為幸運.豐富配料的蜜豆冰是當年許多學生、阿兵哥、台中人記憶中的好味道，近幾年來也陸續開發新產品,例如雪綿冰、手工豆花、嫩仙草等.數十年來秉持實在用心的經營理念，目前已交由第三代經營，繼續傳承這令人懷念的美妙滋味.推薦菜單：招牌蜜豆冰、紅豆牛奶冰、芒果冰、各類雪綿冰",臺中市404北區北平路2段98-2號,404,臺中市,北區,886-4-22935339,11:00~23:00,,https://travel.taichung.gov.tw/content/images/shops/3518/640x480_Filedata635184884661058047.jpg,幸發亭蜜豆冰(北平店),,,,,120.675190,24.171440,5,,
C3_387000000A_000858,泰妃苑泰式料理,位在台中西屯路三段的異國料理路段，泰妃苑代表泰式料理在此坐鎮；一般泰式料理給人的觀念是，很酸、很辣、很重口味，根深蒂固在台灣人的腦海中，但在泰妃苑，主廚在泰式料理界打滾十多餘年，知道饕客要的是什麼，並想在泰式料理上做些改變，一直有別於一般想法的他，決定自身出來開店，要實現自己的夢想，並帶給喜愛泰式料理的饕客一個全新的體驗。。,臺中市407西屯區西屯路三段166號之46號,407,臺中市,西屯區,886-4-23142191,11:30 -14:30/17:00 - 22:00,,https://travel.taichung.gov.tw/content/images/shops/1097/640x480_Filedata635176184274706875.jpg,泰妃苑泰式料理,,,,,120.655800,24.164260,1,,
C3_387000000A_000927,素樂活廚房,素樂活廚坊提供最精緻的美味素食，為台中素食餐廳的新典範。想一嚐不一樣的台中素食美食嗎？素樂活廚坊是您最佳的選擇！台中素食餐廳中的翹楚，將素食化身為不一樣的西式料理，顛覆傳統素食的刻板印象，誰說素食不能有更好、更新的選擇！,臺中市407西屯區漢口路二段121號,407,臺中市,西屯區,886-4-23150898,詳見官網或電話洽詢,,https://travel.taichung.gov.tw/content/images/shops/2224/640x480_Filedata635179727667415468.jpg,素樂活廚房,,,,,120.661140,24.165030,8,,
